description,record_tracking_list_display_format_id,age_group_desc,record_tracking_list_event_id,gender,distance,stroke_code,course_code,RANK,swim_time,individual_time_id,relay_time_id,preferred_name,first_name,last_name,lsc_id,club_code,team_code,ind_meet_name,rel_meet_name,country_code,location,location_country_code,swim_date,session_desc,relay_lead_yn,bios_display_swap_first_last_name_yn,disable_name_swapping_yn
All Time Top 100 Age Group Times,1,17-18,232,M,1500,FR,LCM,78,1/1/1900 12:15:30 AM,88367246,,,Adam,Linker,NC,MOR,,2014 Summer Junior Nats,,,Irvine,,7/30/2014,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,232,M,1500,FR,LCM,79,1/1/1900 12:15:30 AM,41040952,,,Connor,Signorin,FL,PAA,,2009 Summer Junior Nats,,,Federal Way,,8/10/2009,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,232,M,1500,FR,LCM,80,1/1/1900 12:15:31 AM,,,Vic,Victor,Riggs,WV,MVN,,,,,,,1/1/1985,,N,,N
All Time Top 100 Age Group Times,1,17-18,232,M,1500,FR,LCM,81,1/1/1900 12:15:31 AM,,,,Bari,Weick,NE,MVSC,,,,,,,1/1/1980,,N,,N
All Time Top 100 Age Group Times,1,17-18,232,M,1500,FR,LCM,82,1/1/1900 12:15:31 AM,132824097,,Ivan,Ivan,Puskovitch,CA,EAAC,,2018 Summer Junior Nats,,   ,Irvine,USA,7/31/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,17-18,232,M,1500,FR,LCM,83,1/1/1900 12:15:31 AM,25718023,,,Logan,Storie,CO,CAT,,2007 Summer Nationals,,,Indianapolis,,7/31/2007,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,232,M,1500,FR,LCM,84,1/1/1900 12:15:31 AM,108065486,,Aidan,Aidan,Burns,PC,SCSC,,2016 Pro Series -  Santa Clara,,,Santa Clara,,6/5/2016,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,232,M,1500,FR,LCM,85,1/1/1900 12:15:31 AM,17929,,Brendan,Brendan,Neligan,MI,UN,,2001 Spring Nationals,,,Austin,,3/27/2001,,N,,N
All Time Top 100 Age Group Times,1,17-18,232,M,1500,FR,LCM,86,1/1/1900 12:15:31 AM,,,,Peter,Vanderkaay,MI,OLY,,,,,Ft Lauderdale,,8/12/2002,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,232,M,1500,FR,LCM,87,1/1/1900 12:15:31 AM,110388540,,,Jack,Collins,ST,BAD,,2016 U.S. Open,,   ,Minneapolis,,8/2/2016,Final,N,N,N
All Time Top 100 Age Group Times,1,17-18,232,M,1500,FR,LCM,88,1/1/1900 12:15:31 AM,49285245,,,Carlos,Omana,FG,MACM,,2010 Summer Junior Nats,,,Irvine,,8/9/2010,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,232,M,1500,FR,LCM,89,1/1/1900 12:15:31 AM,15597684,,,Michael,Klueh,MI,TXLA,,2005 Summer Nationals,,,Indianapolis,,4/1/2005,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,232,M,1500,FR,LCM,90,1/1/1900 12:15:31 AM,25716521,,Joe,Josef,Kinderwater,MA,WSY,,2007 Summer Nationals,,,Indianapolis,,7/31/2007,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,232,M,1500,FR,LCM,91,1/1/1900 12:15:32 AM,66512489,,Adam,Adam,Hinshaw,PC,PASA,,2012 Olympic Trials,,,Omaha,,6/25/2012,Prelim,N,,N
All Time Top 100 Age Group Times,1,17-18,232,M,1500,FR,LCM,92,1/1/1900 12:15:32 AM,121630973,,T.C.,Theodore,Smith,KY,SRQ,,2017 U.S. Open,,,E. Meadow,,8/2/2017,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,232,M,1500,FR,LCM,93,1/1/1900 12:15:32 AM,41041479,,,Caleb,Veazey,NT,DM,,2009 Summer Junior Nats,,,Federal Way,,8/10/2009,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,232,M,1500,FR,LCM,93,1/1/1900 12:15:32 AM,,,,James,Plage,CT,BEAR,,,,   ,Atlanta,USA,12/7/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,17-18,232,M,1500,FR,LCM,95,1/1/1900 12:15:32 AM,131579566,,Trey,Robert,Freeman,FL,BAY,,2018 SE Richard Quick Invitati,,   ,Auburn,,6/24/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,17-18,232,M,1500,FR,LCM,96,1/1/1900 12:15:32 AM,8547358,,Matt,Matthew,Patton,MI,MAC,,2005 Jr Pan Pacific Swimming C,,,Kihei,,1/6/2005,,N,,N
All Time Top 100 Age Group Times,1,17-18,232,M,1500,FR,LCM,97,1/1/1900 12:15:33 AM,,,,David,Johnston,NT,RACE,,,,   ,Stanford,USA,8/6/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,17-18,232,M,1500,FR,LCM,98,1/1/1900 12:15:33 AM,,,Charlie,Charles,Clark,LE,VSC,,,,   ,Stanford,USA,8/6/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,17-18,232,M,1500,FR,LCM,99,1/1/1900 12:18:31 AM,,,Will,William,Moses,LE,LSSC,,,,   ,Akron,,3/8/2020,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,1,1/1/1900 12:16:48 AM,67816194,,,Isabella,Rongione,CA,FISH,,2012 Summer Junior Nats,,   ,Indiana University N,,8/13/2012,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,2,1/1/1900 12:16:55 AM,50855271,,Becca,Rebecca,Mann,AZ,ACAD,,2010 FL CAT Distance Meet,,,The Long Center,,10/30/2010,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,3,1/1/1900 12:17:01 AM,6789314,,Chloe,Chloe,Sutton,CO,CCA,,2004 PC NCSA LC JRNATS,,,"Palo Alto, CA - Stan",,8/9/2004,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,4,1/1/1900 12:17:06 AM,87697165,,Madelyn,Madelyn,Donohoe,VA,FISH,,2014 PV LC 14&U Championships,,   ,College Park,,7/10/2014,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,5,1/1/1900 12:17:10 AM,15581692,,Elizabeth,Elizabeth,Beisel,US,UN,,2005 Summer Junior Nats,,,"Irvine, California",,8/9/2005,Final,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,6,1/1/1900 12:17:16 AM,148489777,,,Claire,Weinstein,MR,WEST,,2020 NJ Jim Wood Memorial Invitation,,   ,Piscataway,,1/12/2020,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,7,1/1/1900 12:17:16 AM,98689123,,,Chase,Travis,PV,UN,,2015 MD NBAC Mid Summer Classic,,   ,Baltimore,,7/13/2015,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,8,1/1/1900 12:17:20 AM,990005,,Kalyn,Kalyn,Keller,CA,PSC,,1997 US Clov Lcm Jr Chmp,,   ,Not Entered,,8/5/1997,,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,9,1/1/1900 12:17:21 AM,1626601,,,Jessica,Rodriquez,CO,MACS,,2003 OR Western Region Section LC Cham,,,"MHCC, Gresham, Oregon",,7/16/2003,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,10,1/1/1900 12:17:23 AM,1644683,,,Chelsea,Franklin,FL,GCST,,2003 FL Florida Swimming Senior C,,,Indian River Communi,,7/24/2003,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,11,1/1/1900 12:17:26 AM,5643705,,,Sharla,Milne,FL,BA,,2004 FL SHARK OPEN,,   ,SARASOTA,,6/18/2004,,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,12,1/1/1900 12:17:28 AM,77527477,,Sinead,Sinead,Eksteen,IN,NCAP,,2013 PV LC Senior Championships,,   ,University of Maryla,,7/18/2013,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,13,1/1/1900 12:17:29 AM,57573102,,Megan,Megan,Byrnes,PC,NCAP,,2011 PV LC Senior Champs,,   ,"College, Park, MD - Univ. of MD",,7/14/2011,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,14,1/1/1900 12:17:30 AM,132954089,,Katie,Kathryn,Grimes,CA,SAND,,2018 Zone Senior Champs - Fresno,,   ,Fresno,,8/4/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,15,1/1/1900 12:17:31 AM,3444463,,,Amy,Modglin,MA,SWIM,,2004 FL Spring Speedo Champs ,,,"Clearwater, Florida",,1/15/2004,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,16,1/1/1900 12:17:31 AM,107246214,,Mariah,Mariah,Denigan,KY,CLPR,,2016 CA MVN Fran Crippen Swim Meet of Champions,,   ,Mission Viejo,,5/1/2016,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,17,1/1/1900 12:17:32 AM,1017159,,Anna,Anna,Strohl,PC,LESD,,1997 US Ohio Vall Champ,,   ,Not Entered,,6/12/1997,,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,18,1/1/1900 12:17:33 AM,1064083,,Kristen,Kristen,Frost,CT,CAT,,Lc Invit,,   ,Not Entered,,5/19/2000,,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,19,1/1/1900 12:17:34 AM,1674208,,,Kirsten,Groome,OZ,CMSA,,2003 SE LC Champs,,,Tuscaloosa,,7/24/2003,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,20,1/1/1900 12:17:36 AM,130573754,,,Mary,McKenna,MR,LIE,,2018 MR LIE June Summer Kickoff,,   ,Hempstead,,6/3/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,21,1/1/1900 12:17:38 AM,,,,Miranda,Kirtley,VA,UN,,,,   ,Clearwater,,7/31/2015,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,22,1/1/1900 12:17:39 AM,789280,,,Olivia,Connell,MA,TD,,2001 US Eastern Zon,,   ,Not Entered,,7/26/2001,,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,23,1/1/1900 12:17:41 AM,40024061,,Summer,Ariel,Finke,FL,SPA,,2009 FL St. Petersburg Aquatic ,,   ,North Shore Pool,,7/3/2009,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,24,1/1/1900 12:17:42 AM,1011304,,,Rory,Schmidt,VA,AZM,,1997 US Cactus Region,,,Not Entered,,7/17/1997,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,25,1/1/1900 12:17:42 AM,18717901,,,Eva,Fabian,NE,GMSC,,2006 NE Open LC Champs,,,MIT Zesiger Center,,7/27/2006,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,26,1/1/1900 12:17:42 AM,57595458,,Nicole,Nicole,Fye,OH,AAAA,,2011 GA 14 & UNDER LONG C,,   ,Augusta Aquatic Cent,,7/14/2011,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,27,1/1/1900 12:17:43 AM,965361,,,Michelle,Bright,NE,EEX,,1997 Speedo Junior Nationals,,,Not Entered,,8/5/1997,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,28,1/1/1900 12:17:44 AM,1659351,,,Caitlin,Hamilton,IN,BNY,,2003 MN TWIN Long Course Speedo Champi,,,University of Minnes,,7/24/2003,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,29,1/1/1900 12:17:45 AM,1059674,,,Nicole,Margaritondo,FL,SPA,,Junior National,,,Not Entered,,7/27/1999,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,30,1/1/1900 12:17:45 AM,96202946,,Bianca,Bianca,Yongyuth,PC,SCSC,,2015 PC SUNN Open,,   ,Sunnyvale,,4/26/2015,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,31,1/1/1900 12:17:46 AM,,,,Eliot,Kennedy,IL,BNY,,,,   ,Noblesville,,7/10/2015,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,32,1/1/1900 12:17:48 AM,143794987,,,Amelia,Lester,NT,RACE,,2019 Futures Des Moines,,   ,Des Moines,,8/4/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,33,1/1/1900 12:17:48 AM,12184930,,,Taylor,Sostarecz,MA,ATAC,,2005 MD Speedo Sectionals,,,"St. Mary's College,",,7/21/2005,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,34,1/1/1900 12:17:48 AM,,,Maddie,Madeleine,Hadd,GA,NOVA,,,,   ,Collegiate School Aq,,7/26/2012,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,35,1/1/1900 12:17:48 AM,143272869,,Penny,Penelope,Lazar,CT,GYWD,,2019 CT Senior Championship LC,,   ,Middletown,,7/18/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,36,1/1/1900 12:17:50 AM,109379187,,Claire,Claire,Tuggle,CA,CLOV,,2016 CC Arena Grand Challenge,,   ,Fresno,,7/10/2016,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,37,1/1/1900 12:17:50 AM,127751,,,Colleen,Everhart,FG,BNY,,Indy Dolphins Su,,,Not Entered,,6/21/2002,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,38,1/1/1900 12:17:51 AM,144456216,,,Sydney,Willson,CA,MVN,,2019 CA MVN v BREA Dual,,   ,Mission Viejo,,10/13/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,39,1/1/1900 12:17:52 AM,121677975,,Paige,Paige,Kuwata,CA,SAND,,2017 SI North American Challenge Cup,,   ,"La Jolla, CA",,8/5/2017,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,40,1/1/1900 12:17:53 AM,107890284,,Meghan,Meghan,Lynch,CT,GYWD,,2016 CT Water Rat Senior Spring Invit,,   ,MIddletown,,5/13/2016,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,41,1/1/1900 12:17:55 AM,5114623,,,Courtney,Randolph,FG,PST,,2004 FG Piranha's LC Coaches Invite,,,"Plantation, FL.",,5/14/2004,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,42,1/1/1900 12:17:56 AM,40521873,,Zoe,Zoe,Thatcher,GA,RAYS,,2009 OH Speedo Section 3 Championships,,   ,"Oxford, Ohio",,7/20/2009,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,43,1/1/1900 12:17:56 AM,1474874,,Angela,Angela,Duckworth,PC,SAC,,2003 CA JANET EVANS INV 0703,,,LOS ANGELES,,7/10/2003,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,44,1/1/1900 12:17:57 AM,926409,,,Joanna,Thomas,VA,,,2002 US Ez Ii Lc Speedo,,,Not Entered,,7/25/2002,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,45,1/1/1900 12:17:57 AM,40461232,,Julia,Julia,Durmer,GA,DYNA,,2009 GA AGE GROUP LONG COURSE,,   ,GEORGIA TECH,,7/16/2009,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,46,1/1/1900 12:17:57 AM,1525633,,Liz,Elizabeth,Nelson,GU,TWST,,2003 GU Gulf  Champs LC,,,Woodlands Athletic C,,7/10/2003,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,47,1/1/1900 12:17:58 AM,64387608,,Michelle,Michelle,Owens,NE,FISH,,2012 PV Speedo Champions Series,,   ,"Fairfax, VA - GMU",,3/22/2012,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,48,1/1/1900 12:17:58 AM,18299701,,,Lauren,Driscoll,SE,UN,,2006 FG Speedo Sectionals,,,Southern Zone-South,,7/12/2006,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,49,1/1/1900 12:17:58 AM,99140937,,Amanda,Amanda,Ray,NC,WAVE,,2015 NC LC SR Championships,,   ,Greensboro,,7/26/2015,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,50,1/1/1900 12:17:58 AM,55686666,,,Emily,Meilus,VA,FISH,,2011 PV FISH LC Derby,,   ,"Fairfax, VA - GMU",,5/7/2011,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,51,1/1/1900 12:17:59 AM,65778679,,Marcella,Marcella,Ruppert-Gomez,NE,GSC,,2012 FL Sunshine State Games,,   ,Dwight H. Hunter NE,,6/8/2012,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,52,1/1/1900 12:17:59 AM,48800531,,Gabi,Gabriela,Vieira,OZ,GATR,,2010 MV CSRVIII CHAMPS,,   ,"COLUMBIA, MO",,7/21/2010,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,53,1/1/1900 12:18:00 AM,521877,,Katelyn,Katelyn,Lanphier,MA,NBAC,,2002 US Tera Lcm Far Wst,,,Not Entered,,7/31/2002,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,54,1/1/1900 12:18:00 AM,66992506,,Maggie,Magdalena,Emary,IL,BSC,,2012 IL Speedo LC Senior Champ,,   ,University of Chicag,,7/12/2012,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,55,1/1/1900 12:18:01 AM,,,Chenoa,Chenoa,Devine,PC,DART,,,,   ,VacavillCa,,7/16/2011,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,56,1/1/1900 12:18:01 AM,148484562,,,Sarah,Larsen,MR,LIAC,,2020 NJ Jim Wood Memorial Invitation,,   ,Piscataway,,1/12/2020,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,57,1/1/1900 12:18:02 AM,103723773,,,Mia,Abruzzo,MA,UN,,2016 MA Senior Elite Meet,,   ,Gloucester County In,,1/18/2016,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,58,1/1/1900 12:18:03 AM,77499206,,Erica,Erica,Sullivan,CA,SAND,,2013 CA Team Rebel Aquatics,,   ,Buchanan Natatorium,,7/20/2013,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,59,1/1/1900 12:18:03 AM,75170456,,Sydney,Sydney,Keller,PC,SUNN,,2013 SN Woodland Distance Time Trials,,   ,Charles Brook Commun,,5/12/2013,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,60,1/1/1900 12:18:04 AM,118069575,,Ava,Ava,Larkin,NE,ABF,,2017 Sectionals - Indianapolis,,   ,Indianapolis,,4/2/2017,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,61,1/1/1900 12:18:04 AM,,,Cecily,Cecily,Connell,MA,TD,,,,,,,1/1/2000,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,62,1/1/1900 12:18:04 AM,110078418,,,Megan,Fox,MA,UN,,2016 MA Middle Atlantic Junior Olympics,,   ,Kunkel Aquatic Cente,,7/20/2016,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,63,1/1/1900 12:18:04 AM,1282209,,,Alison,Templin,FG,LLL,,2003 FL Senior Circuit #2,,,Plantation Aquatic C,,2/14/2003,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,64,1/1/1900 12:18:04 AM,57011443,,Paige,Paige,Madden,VA,CMSA,,2011 LA TAQ Summer Classic,,   ,LSU Natatorium,,6/16/2011,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,65,1/1/1900 12:18:05 AM,148480661,,,April,Chun,MR,LIAC,,2020 NJ Jim Wood Memorial Invitation,,   ,Piscataway,,1/12/2020,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,66,1/1/1900 12:18:05 AM,99210956,,,Junseo,Kim,NJ,SCAR,,2015 NJS SCAR LC Junior Olympics,,   ,Piscataway,,7/26/2015,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,67,1/1/1900 12:18:05 AM,25041315,,Mallory,Mallory,Mathias,SE,BSL,,2007 SE CTA Last Chance Meet,,,"Tuscaloosa, AL",,7/6/2007,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,68,1/1/1900 12:18:05 AM,,,,Isabella,Chavez-Varela,SI,SBA,,,,   ,Huntington Beach,,1/19/2020,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,69,1/1/1900 12:18:05 AM,118068711,,Aislin,Aislin,Farris,NE,ABF,,2017 Sectionals - Indianapolis,,   ,Indianapolis,,4/2/2017,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,70,1/1/1900 12:18:06 AM,32618789,,Steph,Stephanie,Peters,GA,LINS,,2008 GA 14 & Under LC,,,Chatham county Aquat,,7/17/2008,Final,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,71,1/1/1900 12:18:06 AM,,,Christina,Christina,Cianciolo,FL,CAT,,,,   ,Clearwater,,6/6/2014,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,72,1/1/1900 12:18:06 AM,31562676,,,Bailey,Bowden,SE,BW,,2008 FL TAMPA BAY SWIM CLASSIC,,,"Northshore Pool, St.",,6/6/2008,Final,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,73,1/1/1900 12:18:07 AM,12003770,,,Lindsay,Gendron,SE,BNY,,2005 IL Senior State Champs,,,Northwestern Univers,,7/15/2005,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,74,1/1/1900 12:18:07 AM,143321969,,Sophie,Sophia,Phelps,NE,NANT,,2019 NE HARV 12 & Under Champs,,   ,Cambridge,,7/18/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,75,1/1/1900 12:18:08 AM,215773,,Jennifer,Jennifer,Narum,PC,PLS,,2001 US Nationals Time T,,,Not Entered,,3/27/2001,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,76,1/1/1900 12:18:08 AM,25494135,,Willa,Willa,Wang,NE,CW,,2007 OH Speedo Sectionals,,,"Miami University, Ox",,7/23/2007,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,77,1/1/1900 12:18:08 AM,97728822,,Erika,Erika,Chen,PV,RMSC,,2015 PV UMAC Black & Red LC Invitational,,   ,College Park,,6/18/2015,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,78,1/1/1900 12:18:08 AM,85016126,,Abbie,Abigail,Sullivan,NE,SOLO,,2014 NI - Speedo Champions Series LC,,   ,Buffalo,,3/27/2014,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,79,1/1/1900 12:18:08 AM,,,,Emily,Melina,OR,TSC,,,,,,,1/1/2001,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,80,1/1/1900 12:18:08 AM,40374157,,,Erica,King,IL,PPD,,2009 IL Speedo  LC Senior Cham,,   ,The University of Ch,,7/16/2009,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,81,1/1/1900 12:18:08 AM,64694421,,Evie,Genevieve,Pfeifer,ST,FAST,,2012 OZ Gator Spring Long Course Invit,,   ,Cape Girardeau Centr,,4/13/2012,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,82,1/1/1900 12:18:09 AM,215489,,,Jamie,Martinez,AZ,DACA,,2001 US Nationals Time T,,   ,Not Entered,,3/27/2001,,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,83,1/1/1900 12:18:09 AM,57865546,,Natalie,Natalie,Ward,NC,FORD,,2011 AZ Long Course Age Group Sta,,   ,Skyline Aquatic Cent,,7/21/2011,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,84,1/1/1900 12:18:09 AM,56035479,,,Kendall,Brent,NE,SWIM,,2011 FL Spring Blue Wave Invite,,   ,Brandon Sports & Aqu,,5/13/2011,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,85,1/1/1900 12:18:10 AM,109405035,,Steffi,Stefani,Beisel,PC,SCSC,,2016 PC OAPB Junior Olympics,,   ,MORAGA,,7/7/2016,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,86,1/1/1900 12:18:10 AM,165909,,Kate,Kate,Dwelley,PC,TERA,,2001 US Nationals Time T,,,Not Entered,,3/27/2001,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,87,1/1/1900 12:18:10 AM,46400454,,,Ellie,Dean,MI,MD,,2010 IN Central Zone Section 3 ,,   ,"IU Natatorium, IUPUI",,3/25/2010,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,88,1/1/1900 12:18:11 AM,40841598,,,Ana,Walters,IN,ACST,,2009 IN Indiana Senior LCM Champi,,   ,IU Natatorium,,7/30/2009,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,89,1/1/1900 12:18:11 AM,65661688,,,Peyton,Palsha,AR,SPA,,2012 FL CVST TAMPA BAY SWIM CLASSIC,,   ,"Northshore Pool, St.",,6/1/2012,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,90,1/1/1900 12:18:11 AM,,,,Jillian,Cox,ST,ATAC,,,,   ,Austin,,5/18/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,91,1/1/1900 12:18:11 AM,1069045,,Jenny,Jennifer,Forster,OH,WTRC,,2000 US Top 16,,,Not Entered,,8/1/2000,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,92,1/1/1900 12:18:13 AM,32693427,,,Genevieve,Miller,CO,TYDE,,2008 GA Senior LC Sectional ,,,Georgia Tech Aquatic,,7/10/2008,Final,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,93,1/1/1900 12:18:13 AM,65487398,,,Sidney,Kennedy,IL,BNY,,2012 IN BSC Summer Invite,,   ,IU Counsilman/Billin,,5/18/2012,Final,N,N,N
