description,record_tracking_list_display_format_id,age_group_desc,record_tracking_list_event_id,gender,distance,stroke_code,course_code,RANK,swim_time,individual_time_id,relay_time_id,preferred_name,first_name,last_name,lsc_id,club_code,team_code,ind_meet_name,rel_meet_name,country_code,location,location_country_code,swim_date,session_desc,relay_lead_yn,bios_display_swap_first_last_name_yn,disable_name_swapping_yn
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,94,1/1/1900 12:18:13 AM,77545249,,Destiny,Destiny,Kling,AZ,YWSF,,2013 AZ Swimming LC Age Group State Championship,,   ,Mona Plummer Aquatic,,7/18/2013,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,95,1/1/1900 12:18:13 AM,25567715,,Emily,Emily,Hammond,SC,H2A,,2007 SC Long Course State ,,,University of South,,7/26/2007,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,96,1/1/1900 12:18:13 AM,230779,,,Alyssa,Carroll,NC,BW,,2001 US southern Zon,,,Not Entered,,3/15/2001,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,97,1/1/1900 12:18:14 AM,,,Lorelai,Lorelai,Page,NJ,CAT,,,,   ,Piscataway,,7/30/2017,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,98,1/1/1900 12:18:14 AM,,,,Denise,McWhirter,US,UN,,,,,,,1/1/2000,,N,,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,99,1/1/1900 12:18:14 AM,,,,Zoe,Davey,IA,CIA,,,,   ,Rochester,,3/17/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,11-12,257,F,1500,FR,LCM,100,1/1/1900 12:18:15 AM,66354914,,,Marie,Dickson,MI,SWAC,,2012 MA JW Summer Solstice,,   ,GCIT,,6/22/2012,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,1,1/1/1900 12:16:11 AM,67836715,,Becca,Rebecca,Mann,AZ,CAT,,2012 Jr Pan Pacific,,,Honolulu,,8/23/2012,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,2,1/1/1900 12:16:12 AM,1078020,,,Michele,Richardson,US,UN,,1984 US NAG Records,,,,,1/1/1984,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,3,1/1/1900 12:16:24 AM,58274143,,Katie,Kathleen,Ledecky,PV,NCAP,,2011 Summer Junior Nats,,   ,Palo Alto,,8/8/2011,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,4,1/1/1900 12:16:24 AM,,,,Jessica,Foschi,MR,NYAC,,,,,,,1/1/1995,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,5,1/1/1900 12:16:24 AM,1794497,,,Diana,Munz,LE,LESD,,PHILLIPS 66 NATIONAL,,,,,2/12/1997,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,6,1/1/1900 12:16:24 AM,,,Janet,Janet,Evans,CA,TROJ,,,,,,,1/1/1986,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,7,1/1/1900 12:16:27 AM,77863162,,,Isabella,Rongione,CA,FISH,,2013 U.S. Open ,,,Irvine,,7/30/2013,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,8,1/1/1900 12:16:27 AM,,,,Florence,Barker,US,UN,,,,,,,1/1/1981,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,9,1/1/1900 12:16:32 AM,41040124,,Camryne,Camryne,Morris,CT,NBAC,,2009 Summer Junior Nats,,,Federal Way,,8/10/2009,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,10,1/1/1900 12:16:32 AM,14896728,,Chloe,Chloe,Sutton,CO,FISH,,2006 Victorian Champs,,,,,1/3/2006,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,11,1/1/1900 12:16:32 AM,,,Katie,Kathryn,Grimes,CA,SAND,,,,   ,Atlanta,USA,12/7/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,12,1/1/1900 12:16:32 AM,88402904,,Maddie,Madison,Homovich,GA,NCAC,,2014 Summer Junior Nats,,,Irvine,,7/30/2014,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,13,1/1/1900 12:16:33 AM,989540,,Kalyn,Kalyn,Keller,CA,PSC,,Usa Nationals,,,,,8/6/1999,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,14,1/1/1900 12:16:33 AM,88402934,,,Gabrielle,Kopenski,GU,TFA,,2014 Summer Junior Nats,,,Irvine,,7/30/2014,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,15,1/1/1900 12:16:35 AM,120340900,,,Chase,Travis,PV,NCAP,,2017 Summer Nationals,,,Indianapolis,,7/1/2017,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,16,1/1/1900 12:16:36 AM,,,,Kim,Brown,US,UN,,,,,,,1/1/1984,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,17,1/1/1900 12:16:36 AM,,,,Brooke,Bennett,FL,BW,,,,,,,1/1/1994,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,18,1/1/1900 12:16:36 AM,110533610,,Madelyn,Madelyn,Donohoe,VA,FISH,,2016 Summer Junior Nats,,,Minneapolis,,8/12/2016,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,19,1/1/1900 12:16:36 AM,,,,Erika,Hansen,US,UN,,,,,,,1/1/1984,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,20,1/1/1900 12:16:36 AM,85784,,Meghan,Meghan,Sackett,MD,NBAC,,2001 Summer Nationals,,,,,8/14/2001,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,21,1/1/1900 12:16:37 AM,130047678,,Mariah,Mariah,Denigan,KY,CLPR,,2018 Pro Series - Indianapolis,,   ,Indianapolis,USA,5/16/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,22,1/1/1900 12:16:37 AM,,,,Alice,Brown,US,UN,,,,,,,1/1/1977,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,23,1/1/1900 12:16:38 AM,49369161,,G,G,Ryan,MI,PAAC,,2010 Jr Pan Pacific Champs,,,Kihei ,,8/26/2010,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,24,1/1/1900 12:16:38 AM,77863056,,,Kendall,Brent,NE,SWIM,,2013 U.S. Open ,,,Irvine,,7/30/2013,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,25,1/1/1900 12:16:39 AM,15662720,,Kelsey,Kelsey,Ditto,PC,TXLA,,2004 Spring Nationals,,,Orlando,,2/10/2004,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,26,1/1/1900 12:16:39 AM,,,Sippy,Cynthia,Woodhead,US,UN,,,,,,,1/1/1978,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,27,1/1/1900 12:16:39 AM,981682,,Meredith,Meredith,Green,GA,NCAC,,1998 US Scsc Inv,,,,,6/25/1998,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,28,1/1/1900 12:16:39 AM,1017116,,Anna,Anna,Strohl,PC,LESD,,1998 US Nat,,,,,8/11/1998,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,29,1/1/1900 12:16:41 AM,,,Bella,Arabella,Sims,CA,SAND,,,,   ,Atlanta,USA,12/7/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,30,1/1/1900 12:16:41 AM,,,,Jean,Lee,NJ,NJW,,,,,,,1/1/1996,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,31,1/1/1900 12:16:41 AM,,,,Evi,Kosenkranius,US,UN,,,,,,,1/1/1976,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,32,1/1/1900 12:16:41 AM,41041854,,Rachel,Rachel,Zilinskas,GA,KW,,2009 Summer Junior Nats,,,Federal Way,,8/10/2009,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,33,1/1/1900 12:16:42 AM,58121312,,Summer,Ariel,Finke,FL,SPA,,2011 FL Summer Age Group Cham,,,Orlando ,,7/14/2011,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,34,1/1/1900 12:16:42 AM,980444,,Carly,Caroline,Geehr,CA,ROSE,,Usa Nationals,,,,,8/6/1999,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,35,1/1/1900 12:16:43 AM,107745,,,Alyssa,Kiel,LE,LESD,,2001 Summer Nationals,,,,,8/14/2001,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,36,1/1/1900 12:16:43 AM,,,Lauren,Lauren,Bell (Stinnett),PV,GMU,,,,,,,1/1/1995,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,37,1/1/1900 12:16:43 AM,1441544,,,Kate,Ziegler,SE,FISH,,2003 MD NBAC LC  Invitational,,,Baltimore,,6/13/2003,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,38,1/1/1900 12:16:43 AM,,,,Mirjana,Bosevska,VA,NOVA,,,,,,,1/1/1996,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,39,1/1/1900 12:16:44 AM,16580404,,,Monica,Drake,AZ,BNY,,2005 Summer Nationals,,,Irvine,,8/3/2005,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,40,1/1/1900 12:16:45 AM,86456,,Kim,Kimberly,Kelly,MR,BAD,,2001 US Charlotte UltraSwim,,,Charlotte,,6/7/2001,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,41,1/1/1900 12:16:45 AM,,,,Sonya,Nimitz,US,UN,,,,,,,1/1/1987,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,42,1/1/1900 12:16:46 AM,,,,Erica,Rose (Sparks),OZ,PKWY,,,,,,,1/1/1996,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,43,1/1/1900 12:16:46 AM,143867061,,Paige,Paige,Kuwata,CA,SAND,,2019 NCSA Summer Champs,,   ,Indianapolis,,8/10/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,44,1/1/1900 12:16:46 AM,,,,Julie,Martin,US,UN,,,,,,,1/1/1984,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,45,1/1/1900 12:16:47 AM,94268,,Stephanie,Stephanie,Carr,AR,BSS,,2001 Spring Nationals,,,Austin,,3/27/2001,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,46,1/1/1900 12:16:47 AM,,,Alexis,Alexis,Larsen,FL,FLOR,,,,,,,1/1/1991,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,47,1/1/1900 12:16:47 AM,,,,Karen,DiBlasio,US,UN,,,,,,,1/1/1977,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,48,1/1/1900 12:16:47 AM,,,,Cheryl,Gillett,US,AFOX,,,,,,,1/1/1980,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,49,1/1/1900 12:16:47 AM,41041552,,Willa,Willa,Wang,NE,NBAC,,2009 Summer Junior Nats,,,Federal Way,,8/10/2009,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,50,1/1/1900 12:16:47 AM,77527194,,Megan,Megan,Byrnes,PC,NCAP,,2013 PV LC Senior Championships,,,College Park,,7/18/2013,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,51,1/1/1900 12:16:48 AM,148487468,,,Alexa,Reyna,MR,WEST,,2020 NJ Jim Wood Memorial Invitation,,   ,Piscataway,,1/12/2020,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,52,1/1/1900 12:16:48 AM,110533698,,,Eliot,Kennedy,IL,BNY,,2016 Summer Junior Nats,,,Minneapolis,,8/12/2016,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,53,1/1/1900 12:16:48 AM,,,,Kim,Catri,US,UN,,,,,,,1/1/1981,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,54,1/1/1900 12:16:49 AM,,,,Nicole,Kramer,US,UN,,,,,,,1/1/1976,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,55,1/1/1900 12:16:49 AM,,,,Paula,Steddick,US,MM,,,,,,,1/1/1983,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,56,1/1/1900 12:16:50 AM,,,Ginny,Virginia,Johnson,GU,UN,,,,,,,1/1/1996,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,57,1/1/1900 12:16:50 AM,,,,Summer,McIntosh,US,UN,,,,   ,Atlanta,USA,12/7/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,58,1/1/1900 12:16:50 AM,57947441,,Leah,Leah,Stevens,PC,LAK,,2011 GA Senior Sectionals ,,,Athens,,7/14/2011,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,59,1/1/1900 12:16:50 AM,,,Kelly,Kelly,McPherson,CT,NBAC,,,,,,,1/1/1993,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,60,1/1/1900 12:16:51 AM,97981780,,Erica,Erica,Sullivan,CA,SAND,,2015 CA TYR MVN Fran Crippen M,,,Mission Viejo,,6/28/2015,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,61,1/1/1900 12:16:51 AM,77962252,,Courtney,Courtney,Harnish,GA,YY,,2013 Summer Junior Nats ,,,Irvine,,8/5/2013,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,62,1/1/1900 12:16:51 AM,121257300,,Lola,Lola,Mull,MI,MMA,,2017 Sectionals - Columbus,,   ,Columbus,,7/22/2017,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,63,1/1/1900 12:16:51 AM,1050870,,Annie,Sarah,Stein,PC,BLDR,,Jun,,,,,7/27/1999,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,64,1/1/1900 12:16:51 AM,,,,Michaela,Mattes,FL,SYS,,,,   ,Atlanta,USA,12/7/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,65,1/1/1900 12:16:51 AM,117530,,,Lindsay,McIlvain,SE,NAC,,Usa Swimming/spe,,,,,7/19/2001,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,66,1/1/1900 12:16:51 AM,,,Kim,Kimberly,Linehan,IL,UN,,,,,,,1/1/1977,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,67,1/1/1900 12:16:51 AM,18938960,,Alicia,Alicia,Mathieu,FL,SOCO,,2006 Summer Junior Nats,,,Irvine,,8/7/2006,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,68,1/1/1900 12:16:51 AM,,,Molly,Molly,Magill,US,TBAY,,,,,,,1/1/1985,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,69,1/1/1900 12:16:52 AM,87836682,,Taylor,Taylor,Pike,GU,HAWG,,2014 MV Region VIII Summer Sec,,   ,Columbia,,7/16/2014,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,70,1/1/1900 12:16:52 AM,74302731,,Lilly,Lilly,Vivado,NE,ABF,,2013 FG Southern Zone Sectional,,,Ft Lauderdale,,3/14/2013,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,71,1/1/1900 12:16:52 AM,67665011,,,Sierra,Schmidt,MI,GAAC,,2012 NI - Speedo Champions Series,,,Buffalo,,8/2/2012,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,72,1/1/1900 12:16:53 AM,,,,Tiffany,Cohen,US,UN,,,,,,,1/1/1980,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,73,1/1/1900 12:16:53 AM,,,,Shelly,Bieck,US,KCB,,,,,,,1/1/1978,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,74,1/1/1900 12:16:53 AM,143864271,,,Michelle,Morgan,FL,PS,,2019 Summer Junior Nats,,   ,Stanford,USA,8/10/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,75,1/1/1900 12:16:53 AM,58274381,,Elizabeth,Miriam,Stinson,CA,NAC,,2011 Summer Junior Nats,,   ,Palo Alto,,8/8/2011,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,76,1/1/1900 12:16:53 AM,18938013,,,Ashley,Evans,AZ,AFOX,,2006 Summer Junior Nats,,,Irvine,,8/7/2006,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,77,1/1/1900 12:16:54 AM,81260,,Jessica,Jessica,Cotton,PC,TIGR,,2001 Spring Nationals,,,Austin,,3/27/2001,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,78,1/1/1900 12:16:54 AM,33076557,,Bonnie,Bonnie,Brandon,AZ,MACS,,2008 Summer Junior Nats ,,,Minneapolis,,8/4/2008,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,79,1/1/1900 12:16:54 AM,,,Michelle,Michelle,Butcher,MT,HSA,,,,,,,1/1/1985,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,80,1/1/1900 12:16:54 AM,5512339,,,Colleen,Everhart,FG,BSS,,2004 NC Charlotte UltraSwim,,,Charlotte,,6/10/2004,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,81,1/1/1900 12:16:54 AM,15597421,,,Caitlin,Hamilton,IN,BNY,,2005 Summer Nationals,,,Indianapolis,,4/1/2005,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,82,1/1/1900 12:16:55 AM,131746141,,Claire,Claire,Tuggle,CA,CLOV,,2018 CC Arena Grand Challenge,,   ,Fresno,,7/8/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,83,1/1/1900 12:16:55 AM,,,,Vera,Barker,US,MVN,,,,,,,1/1/1980,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,83,1/1/1900 12:16:55 AM,31708140,,,Eva,Fabian,NE,GMSC,,2008 Pro Swim - Omaha,,,,,6/5/2008,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,85,1/1/1900 12:16:55 AM,77962216,,Chenoa,Chenoa,Devine,PC,DART,,2013 Summer Junior Nats ,,,Irvine,,8/5/2013,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,86,1/1/1900 12:16:55 AM,,,,Jane,Skillman,PC,PAA,,,,,,,1/1/1987,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,87,1/1/1900 12:16:55 AM,966661,,,Caroline,Burns,GA,DYNA,,1997 US Sum Sr Nat'97,,,,,7/26/1997,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,88,1/1/1900 12:16:55 AM,,,,Sabrina,Sagehorn,US,UN,,,,,,,1/1/1980,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,89,1/1/1900 12:16:56 AM,136772,,,Leslie,Swinley,PV,NCAP,,2002 US Ez Ii Lc Speedo,,,,,7/25/2002,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,90,1/1/1900 12:16:56 AM,,,,Kelley,Jastrzembski,US,KCB,,,,,,,1/1/1983,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,91,1/1/1900 12:16:56 AM,25801784,,Kate,Kathryn,Woolbright,FL,FSLA,,2007 Summer Junior Nats,,,Indianapolis,,8/6/2007,Final,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,92,1/1/1900 12:16:56 AM,,,Julia,Julia,Stowers,SE,PACK,,,,,,,1/1/1996,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,93,1/1/1900 12:16:56 AM,,,,Abby,Dunford,CA,SAND,,,,   ,Knoxville,USA,1/19/2020,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,94,1/1/1900 12:16:56 AM,,,Laura,Laura,Campuzano,FG,UN,,,,,,,1/1/1978,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,95,1/1/1900 12:16:56 AM,,,,Mary,McKenna,MR,LIE,,,,   ,Atlanta,USA,12/7/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,96,1/1/1900 12:16:56 AM,131104416,,Maggie,Maggie,Graves,IL,BSC,,2018 WI BSC Stars on the Water,,   ,Pleasant Prairie,,6/15/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,97,1/1/1900 12:16:57 AM,,,,Julie,Kole,PC,NBAC,,,,,,,1/1/1987,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,98,1/1/1900 12:16:57 AM,18539403,,,Emily,Kelly,NC,LIAC,,2006 NI Speedo Sectionals,,,Buffalo,,7/20/2006,,N,,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,99,1/1/1900 12:16:57 AM,143864202,,,Cavan,Gormsen,MR,LIAC,,2019 Summer Junior Nats,,   ,Stanford,USA,8/10/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,13-14,275,F,1500,FR,LCM,100,1/1/1900 12:16:57 AM,15669490,,,Andrea,Lehner,NI,STAR,,2003 Spring Nationals,,,Indianapolis,,4/1/2003,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,288,F,1500,FR,LCM,1,1/1/1900 12:15:36 AM,77796396,,Katie,Kathleen,Ledecky,PV,UN,,2013 World Champs,,,Barcelona,,7/28/2013,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,288,F,1500,FR,LCM,2,1/1/1900 12:15:52 AM,1078027,,Janet,Janet,Evans,CA,UN,,1988 US NAG Records,,,,,1/1/1988,,N,,N
All Time Top 100 Age Group Times,1,15-16,288,F,1500,FR,LCM,3,1/1/1900 12:16:05 AM,121690049,,Erica,Erica,Sullivan,CA,SAND,,2017 U.S. Open,,,E. Meadow,,8/6/2017,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,288,F,1500,FR,LCM,4,1/1/1900 12:16:08 AM,85811129,,Becca,Rebecca,Mann,AZ,NBAC,,2014 Pro Series - Charlotte ,,,Charlotte,,5/15/2014,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,288,F,1500,FR,LCM,5,1/1/1900 12:16:11 AM,11514333,,,Kate,Ziegler,SE,FISH,,2005 PC Santa Clara International,,,Santa Clara,,6/23/2005,,N,,N
All Time Top 100 Age Group Times,1,15-16,288,F,1500,FR,LCM,6,1/1/1900 12:16:14 AM,,,,Julie,Kole,PC,STAN,,,,,,,1/1/1989,,N,,N
All Time Top 100 Age Group Times,1,15-16,288,F,1500,FR,LCM,7,1/1/1900 12:16:14 AM,67816075,,G,G,Ryan,MI,NBAC,,2012 Summer Junior Nats,,,Indianapolis,,8/13/2012,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,288,F,1500,FR,LCM,8,1/1/1900 12:16:15 AM,,,,Brooke,Bennett,FL,BW,,,,,,,1/1/1995,,N,,N
All Time Top 100 Age Group Times,1,15-16,288,F,1500,FR,LCM,9,1/1/1900 12:16:18 AM,,,,Tiffany,Cohen,US,UN,,,,,,,1/1/1981,,N,,N
All Time Top 100 Age Group Times,1,15-16,288,F,1500,FR,LCM,10,1/1/1900 12:16:18 AM,,,,Michele,Richardson,US,UN,,,,,,,1/1/1984,,N,,N
All Time Top 100 Age Group Times,1,15-16,288,F,1500,FR,LCM,11,1/1/1900 12:16:18 AM,58337523,,Rachel,Rachel,Zilinskas,GA,GAAC,,2011 FINA World Junior Champs,,   ,Lima,,8/16/2011,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,288,F,1500,FR,LCM,12,1/1/1900 12:16:19 AM,,,,Alexis,Larsen,US,UN,,,,,,,1/1/1993,,N,,N
All Time Top 100 Age Group Times,1,15-16,288,F,1500,FR,LCM,13,1/1/1900 12:16:19 AM,132717945,,Mariah,Mariah,Denigan,KY,CLPR,,2018 Summer Nationals,,   ,Irvine,USA,7/29/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,288,F,1500,FR,LCM,14,1/1/1900 12:16:20 AM,,,,Kim,Brown,US,UN,,,,,,,1/1/1985,,N,,N
All Time Top 100 Age Group Times,1,15-16,288,F,1500,FR,LCM,15,1/1/1900 12:16:21 AM,99636982,,,Gabrielle,Kopenski,GU,TFA,,2015 World JR Champs,,,Singapore,,8/29/2015,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,288,F,1500,FR,LCM,16,1/1/1900 12:16:21 AM,,,Trina,Trina,Falca (Jackson),AZ,UN,,,,,,,1/1/1993,,N,,N
All Time Top 100 Age Group Times,1,15-16,288,F,1500,FR,LCM,17,1/1/1900 12:16:21 AM,1010838,,Kaitlin,Kaitlin,Sandeno Hogan,US,NGSV,,Usa Nationals,,,,,8/6/1999,,N,,N
All Time Top 100 Age Group Times,1,15-16,288,F,1500,FR,LCM,18,1/1/1900 12:16:21 AM,132718120,,,Chase,Travis,PV,NCAP,,2018 Summer Nationals,,   ,Irvine,USA,7/29/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,288,F,1500,FR,LCM,19,1/1/1900 12:16:22 AM,40942150,,Amber,Amber,McDermott,GA,TXLA,,2009 U. S. Open,,,Federal Way,,8/4/2009,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,288,F,1500,FR,LCM,20,1/1/1900 12:16:24 AM,88403015,,,Sierra,Schmidt,MI,UN,,2014 Summer Junior Nats,,,Irvine,,7/30/2014,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,288,F,1500,FR,LCM,21,1/1/1900 12:16:24 AM,16580378,,Kelsey,Kelsey,Ditto,PC,TXLA,,2005 Summer Nationals,,,Irvine,,8/3/2005,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,288,F,1500,FR,LCM,22,1/1/1900 12:16:25 AM,15666470,,,Alyssa,Kiel,LE,LESD,,2003 Summer Nationals,,,College Park,,8/5/2003,Final,N,,N
